"","id_ind","ind_sex","ind_age","ind_main_job_wage","ind_education_years"
"930",1,2,25,NA,NA
"931",2,1,27,750000,15
"932",3,2,3,NA,NA
"933",4,2,19,NA,NA
"934",1,1,51,465058,12
"935",2,2,45,465058,12
"936",3,2,19,NA,NA
"937",4,1,16,NA,NA
"938",5,2,12,NA,NA
"939",1,1,28,NA,11
"940",2,2,25,NA,11
"941",3,2,3,NA,0
"942",4,2,2,NA,NA
"943",5,2,2,NA,NA
"944",6,1,0,NA,NA
"945",7,2,15,NA,NA
"946",1,2,25,NA,7
"947",2,1,5,NA,NA
"948",3,1,30,NA,11
"949",4,2,3,NA,NA
"950",5,1,1,NA,NA
"951",1,2,47,NA,6
"952",2,2,21,NA,NA
"953",3,1,18,NA,NA
"954",4,1,14,NA,NA
"955",5,1,12,NA,NA
"956",6,2,25,NA,5
"957",7,2,7,NA,NA
"958",8,NA,NA,NA,NA
"959",1,1,41,NA,3
"960",2,NA,NA,NA,NA
"961",3,NA,NA,NA,NA
"962",4,1,12,NA,NA
"963",5,1,9,NA,NA
"964",6,NA,NA,NA,NA
"965",1,2,39,NA,5
"966",2,1,23,40000,NA
"967",3,1,17,NA,NA
"968",4,2,12,NA,NA
"969",5,1,10,NA,NA
"970",6,1,10,NA,NA
"971",7,2,NA,NA,NA
"972",8,1,5,NA,0
"973",9,1,44,NA,8
"974",10,2,3,NA,0
"975",11,2,0,NA,NA
"976",12,2,0,NA,NA
"977",1,2,70,NA,6
"978",2,NA,NA,NA,NA
"979",3,NA,NA,NA,NA
"980",4,NA,NA,NA,NA
"981",5,NA,NA,NA,NA
"982",6,NA,NA,NA,NA
"983",7,NA,NA,NA,NA
"984",8,1,13,NA,NA
"985",9,1,9,NA,NA
"986",10,2,12,NA,NA
"987",1,2,42,530000,12
"988",2,1,4,NA,NA
"989",1,2,70,NA,0
"990",2,NA,NA,NA,NA
"991",3,1,10,NA,NA
"992",1,2,29,NA,7
"993",2,1,35,NA,11
"994",3,2,9,NA,NA
"995",4,1,6,NA,NA
"996",5,2,4,NA,NA
"997",6,1,0,NA,NA
"998",1,1,29,NA,9
"999",2,2,27,NA,12
"1000",3,1,2,NA,NA
"1001",1,1,37,7e+05,15
"1002",2,2,28,NA,12
"1003",3,2,6,NA,NA
"1004",4,1,3,NA,NA
"1005",5,1,1,NA,NA
"1006",1,2,35,NA,0
"1007",2,1,14,NA,0
"1008",3,2,12,NA,0
"1009",4,2,8,NA,0
"1010",5,1,4,NA,0
"1011",6,1,2,NA,NA
"1012",1,2,70,NA,0
"1013",2,2,14,NA,NA
"1014",3,NA,NA,NA,NA
"1015",4,NA,NA,NA,NA
"1016",1,1,29,NA,11
"1017",2,2,24,45000,7
"1018",3,2,0,NA,NA
"1019",1,1,52,NA,7
"1020",2,2,49,6000,9
"1021",3,2,25,350000,12
"1022",4,1,22,2e+05,11
"1023",5,1,20,2e+05,12
"1024",6,2,10,NA,NA
"1025",7,1,21,NA,11
"1026",8,2,NA,NA,NA
"1027",9,1,2,NA,NA
"1028",1,1,81,NA,6
"1029",2,2,70,NA,3
"1030",3,2,11,NA,NA
"1031",4,1,15,NA,NA
"1032",5,2,9,NA,NA
"1033",6,2,NA,NA,NA
"1034",7,2,NA,NA,NA
"1035",1,1,77,NA,0
"1036",2,2,65,NA,0
"1037",3,1,22,20000,3
"1038",4,1,14,NA,3
"1039",5,2,15,NA,6
"1040",6,1,NA,NA,NA
"1041",1,2,65,NA,0
"1042",2,2,39,NA,6
"1043",3,NA,NA,NA,NA
"1044",4,NA,NA,NA,NA
"1045",5,1,10,NA,2
"1046",6,1,8,NA,1
"1047",7,NA,NA,NA,NA
"1048",1,1,32,NA,7
"1049",2,2,26,NA,6
"1050",3,1,11,NA,NA
"1051",4,1,7,NA,NA
"1052",5,1,4,NA,NA
"1053",6,1,1,NA,NA
"1054",1,1,27,NA,6
"1055",2,2,27,NA,5
"1056",3,2,4,NA,NA
"1057",4,1,1,NA,NA
"1058",5,1,1,NA,NA
"1059",1,2,29,NA,NA
"1060",2,1,30,NA,NA
"1061",3,1,2,NA,NA
"1062",4,2,0,NA,NA
"1063",1,1,28,120000,4
"1064",3,2,19,NA,7
"1065",4,2,8,NA,NA
"1066",5,2,52,NA,3
"1067",1,2,5,NA,NA
"1068",2,1,30,NA,11
"1069",3,NA,NA,NA,NA
"1070",4,2,25,NA,10
"1071",5,2,4,NA,NA
"1072",6,1,0,NA,NA
"1073",1,1,48,468000,12
"1074",2,2,39,NA,6
"1075",3,2,17,NA,NA
"1076",4,1,15,NA,NA
"1077",5,1,12,NA,NA
"1078",6,1,9,NA,NA
"1079",7,2,4,NA,NA
"1080",8,1,14,NA,NA
"1081",1,2,26,90000,5
"1082",2,2,2,NA,NA
"1083",1,1,50,70000,1
"1084",2,NA,NA,NA,NA
"1085",3,NA,NA,NA,NA
"1086",1,1,32,NA,8
"1087",2,2,30,NA,4
"1088",3,1,10,NA,NA
"1089",4,2,5,NA,0
"1090",5,2,2,NA,NA
"1091",1,NA,NA,NA,NA
"1092",2,1,40,150000,5
"1093",3,1,19,NA,3
"1094",4,2,16,NA,2
"1095",5,2,12,NA,NA
"1096",6,2,11,NA,NA
"1097",7,NA,NA,NA,NA
"1098",1,1,24,NA,5
"1099",2,2,18,NA,6
"1100",3,2,0,NA,NA
"1101",4,1,12,NA,NA
"1102",1,2,24,NA,NA
"1103",2,2,4,NA,NA
"1104",3,1,31,NA,NA
"1105",1,2,23,NA,7
"1106",2,2,6,NA,NA
"1107",3,1,3,NA,NA
"1108",4,2,2,NA,NA
"1109",5,1,36,NA,4
"1110",6,1,0,NA,NA
"1111",1,1,49,NA,11
"1112",2,2,46,NA,7
"1113",3,2,23,NA,NA
"1114",4,2,20,NA,NA
"1115",5,2,12,NA,NA
"1116",6,1,8,NA,NA
"1117",7,1,2,NA,NA
"1118",1,2,26,NA,6
"1119",2,2,4,NA,NA
"1120",3,1,2,NA,NA
"1121",4,1,33,NA,7
"1122",1,2,38,6e+05,11
"1123",2,2,45,NA,15
"1124",1,1,23,3e+05,7
"1125",2,2,21,NA,9
"1126",3,2,1,NA,NA
"1127",1,1,56,NA,7
"1128",2,2,51,NA,2
"1129",3,2,31,NA,12
"1130",4,1,NA,NA,NA
"1131",5,1,NA,NA,NA
"1132",6,2,24,NA,11
"1133",7,2,20,NA,7
"1134",8,1,22,NA,7
"1135",9,2,18,NA,4
"1136",10,2,15,NA,NA
"1137",11,2,14,NA,NA
"1138",12,2,12,NA,NA
"1139",13,2,9,NA,NA
"1140",14,1,9,NA,NA
"1141",15,1,9,NA,NA
"1142",16,2,6,NA,0
"1143",17,2,3,NA,0
"1144",18,2,2,NA,NA
"1145",19,2,NA,NA,NA
"1146",1,1,53,NA,7
"1147",2,2,52,NA,3
"1148",3,NA,NA,NA,NA
"1149",4,NA,NA,NA,NA
"1150",5,2,17,NA,NA
"1151",6,1,15,NA,NA
"1152",7,1,8,NA,NA
"1153",8,1,10,NA,NA
"1154",9,2,4,NA,0
"1155",10,1,9,NA,NA
"1156",11,2,5,NA,0
"1157",1,1,39,250000,10
"1158",1,1,75,NA,5
"1159",2,2,71,NA,0
"1160",3,2,38,50000,5
"1161",4,1,15,NA,NA
"1162",5,1,13,NA,NA
"1163",6,2,17,150000,6
"1164",7,1,8,NA,NA
"1165",1,NA,NA,NA,NA
"1166",2,1,39,NA,6
"1167",3,NA,NA,NA,NA
"1168",4,NA,NA,NA,NA
"1169",5,NA,NA,NA,NA
"1170",6,NA,NA,NA,NA
"1171",7,NA,NA,NA,NA
"1172",1,NA,NA,NA,NA
"1173",2,2,58,746000,15
"1174",3,1,24,NA,13
"1175",4,1,13,NA,NA
"1176",1,2,58,NA,6
"1177",2,NA,NA,NA,NA
"1178",3,NA,NA,NA,NA
"1179",4,NA,NA,NA,NA
"1180",5,NA,NA,NA,NA
"1181",6,1,76,NA,4
"1182",7,2,1,NA,NA
"1183",1,1,46,NA,NA
"1184",2,NA,NA,NA,NA
"1185",3,2,33,NA,5
"1186",4,1,2,NA,NA
"1187",5,2,7,NA,NA
"1188",1,2,37,NA,10
"1189",2,2,9,NA,NA
"1190",3,1,39,NA,6
"1191",4,2,13,NA,NA
"1192",5,NA,NA,NA,NA
"1193",6,2,3,NA,NA
"1194",7,2,10,NA,NA
"1195",1,2,70,NA,0
"1196",2,2,11,NA,NA
"1197",1,2,76,NA,3
"1198",2,1,23,NA,15
"1199",3,2,17,NA,NA
"1200",1,1,45,NA,6
"1201",2,2,46,NA,7
"1202",3,NA,NA,NA,NA
"1203",4,NA,NA,NA,NA
"1204",5,1,15,NA,NA
"1205",6,1,12,NA,NA
"1206",7,NA,NA,NA,NA
"1207",8,2,8,NA,NA
"1208",1,1,48,NA,12
"1209",2,2,40,NA,7
"1210",3,1,19,NA,NA
"1211",4,1,17,NA,NA
"1212",5,2,14,NA,NA
"1213",6,1,9,NA,NA
"1214",7,1,9,NA,NA
"1215",8,2,4,NA,NA
"1216",9,1,88,NA,6
"1217",1,2,46,NA,4
"1218",2,2,10,NA,NA
"1219",3,1,66,NA,5
"1220",1,2,56,NA,6
"1221",2,2,14,NA,NA
"1222",3,1,6,NA,NA
"1223",4,2,7,NA,NA
"1224",5,2,NA,NA,NA
"1225",1,1,55,1e+06,NA
"1226",2,2,NA,NA,NA
"1227",3,1,24,NA,NA
"1228",4,1,22,NA,NA
"1229",5,2,14,NA,NA
"1230",6,1,NA,NA,NA
"1231",7,1,NA,NA,NA
"1232",8,1,NA,NA,NA
"1233",1,1,37,NA,6
"1234",2,NA,NA,NA,NA
"1235",3,NA,NA,NA,NA
"1236",4,2,18,NA,6
"1237",5,1,1,NA,NA
"1238",1,2,50,NA,8
"1239",2,2,25,NA,13
"1240",3,1,13,NA,NA
"1241",4,2,11,NA,NA
"1242",5,1,26,3e+05,12
"1243",7,1,0,NA,NA
"1244",1,2,21,NA,6
"1245",2,1,21,40000,6
"1246",3,2,3,NA,0
"1247",4,2,1,NA,NA
"1248",1,2,37,1e+05,0
"1249",2,2,6,NA,NA
"1250",3,1,51,NA,0
"1251",1,1,31,NA,3
"1252",2,2,28,NA,7
"1253",3,2,10,NA,NA
"1254",4,1,8,NA,NA
"1255",5,1,14,NA,NA
"1256",6,1,4,NA,0
"1257",1,2,34,NA,0
"1258",2,NA,NA,NA,NA
"1259",3,NA,NA,NA,NA
"1260",4,NA,NA,NA,NA
"1261",5,2,5,NA,0
"1262",6,2,3,NA,0
"1263",7,1,37,NA,0
"1264",1,1,34,90000,6
"1265",2,2,26,NA,6
"1266",3,1,6,NA,NA
"1267",4,2,5,NA,NA
"1268",5,1,3,NA,0
"1269",1,1,84,NA,0
"1270",2,1,20,NA,NA
"1271",3,1,17,NA,NA
"1272",4,2,39,NA,9
"1273",5,1,12,NA,NA
"1274",6,2,9,NA,NA
"1275",7,1,5,NA,NA
"1276",1,NA,NA,NA,NA
"1277",2,2,49,NA,0
"1278",3,1,27,NA,0
"1279",4,2,20,NA,0
"1280",5,2,18,NA,0
"1281",6,2,14,NA,0
"1282",7,1,11,NA,0
"1283",8,1,17,NA,0
"1284",1,2,84,NA,0
"1285",2,2,21,NA,11
"1286",3,2,14,NA,NA
"1287",1,2,55,NA,3
"1288",2,1,57,NA,4
"1289",3,2,12,NA,NA
"1290",1,1,57,NA,3
"1291",1,1,58,NA,0
"1292",2,2,60,NA,0
"1293",3,1,19,NA,NA
"1294",4,1,17,NA,NA
"1295",5,1,13,NA,0
"1296",6,1,9,NA,0
"1297",7,2,8,NA,0
"1298",8,1,7,NA,0
"1299",9,1,12,NA,0
"1300",10,1,4,NA,0
"1301",1,1,58,30000,7
"1302",2,2,16,NA,NA
"1303",3,1,28,NA,9
"1304",4,2,48,NA,3
"1305",5,2,4,NA,0
"1306",6,2,8,NA,NA
"1307",7,1,21,NA,3
"1308",8,1,13,NA,NA
"1309",1,1,25,NA,6
"1310",1,2,33,NA,12
"1311",2,1,29,NA,12
"1312",3,2,3,NA,0
"1313",4,1,1,NA,NA
"1314",1,2,35,NA,NA
"1315",2,1,10,NA,NA
"1316",3,2,16,NA,NA
"1317",4,2,13,NA,NA
"1318",5,2,4,NA,NA
"1319",6,1,1,NA,NA
"1320",1,2,46,NA,6
"1321",2,2,NA,NA,NA
"1322",3,2,NA,NA,NA
"1323",4,1,13,NA,NA
"1324",5,1,11,NA,NA
"1325",6,1,51,NA,7
"1326",1,2,34,NA,0
"1327",2,1,13,NA,0
"1328",3,2,9,NA,NA
"1329",4,2,8,NA,0
"1330",5,1,3,NA,0
"1331",1,1,38,NA,6
"1332",2,2,34,NA,6
"1333",3,1,15,NA,NA
"1334",4,2,13,NA,NA
"1335",5,2,11,NA,NA
"1336",6,2,8,NA,NA
"1337",7,1,5,NA,0
"1338",8,1,3,NA,0
"1339",9,1,0,NA,NA
"1340",1,2,57,NA,0
"1341",2,2,NA,NA,NA
"1342",3,1,16,NA,NA
"1343",4,2,NA,NA,NA
"1344",5,2,NA,NA,NA
"1345",6,2,NA,NA,NA
"1346",7,2,24,NA,6
"1347",8,2,5,NA,NA
"1348",9,2,1,NA,NA
"1349",10,1,NA,NA,NA
"1350",1,1,27,1500000,15
"1351",2,1,NA,NA,NA
"1352",1,1,65,NA,NA
"1353",2,2,59,NA,NA
"1354",3,NA,NA,NA,NA
"1355",1,2,53,NA,3
"1356",2,1,16,NA,4
"1357",3,NA,NA,NA,NA
"1358",4,NA,NA,NA,NA
"1359",1,2,31,NA,9
"1360",2,1,11,NA,NA
"1361",3,NA,NA,NA,NA
"1362",4,2,14,NA,NA
"1363",5,2,1,NA,NA
"1364",1,1,41,650000,12
"1365",1,1,26,150000,9
"1366",2,2,24,NA,0
"1367",3,1,8,NA,NA
"1368",4,1,6,NA,NA
"1369",5,1,3,NA,0
"1370",6,1,1,NA,NA
"1371",1,1,32,NA,2
"1372",1,1,49,NA,0
"1373",2,2,45,NA,7
"1374",3,NA,NA,NA,NA
"1375",4,2,18,NA,NA
"1376",5,1,15,NA,NA
"1377",6,NA,NA,NA,NA
"1378",1,1,60,NA,11
"1379",2,2,NA,NA,NA
"1380",3,1,22,NA,NA
"1381",4,2,21,NA,NA
"1382",5,2,11,NA,NA
"1383",6,2,10,NA,NA
"1384",1,1,29,NA,10
"1385",2,2,28,NA,6
"1386",3,1,2,NA,NA
"1387",4,1,8,NA,NA
"1388",5,1,6,NA,NA
"1389",6,1,0,NA,NA
"1390",1,2,75,NA,NA
"1391",2,NA,NA,NA,NA
"1392",3,NA,NA,NA,NA
"1393",4,NA,NA,NA,NA
"1394",5,2,34,NA,6
"1395",6,1,11,NA,NA
"1396",7,2,2,NA,NA
"1397",8,2,NA,NA,NA
"1398",1,1,32,5e+05,12
"1399",2,2,27,NA,11
"1400",3,2,12,NA,NA
"1401",4,1,7,NA,NA
"1402",5,1,3,NA,0
"1403",6,2,3,NA,0
"1404",1,1,38,720000,9
"1405",2,2,30,NA,7
"1406",3,1,11,NA,NA
"1407",4,2,7,NA,NA
"1408",5,1,NA,NA,NA
"1409",6,2,5,NA,NA
"1410",1,1,28,NA,9
"1411",2,NA,NA,NA,NA
"1412",3,2,32,NA,9
"1413",4,2,10,NA,NA
"1414",5,2,10,NA,NA
"1415",6,2,5,NA,NA
"1416",7,1,3,NA,NA
"1417",1,1,80,NA,6
"1418",2,2,59,NA,0
"1419",3,1,18,NA,0
"1420",4,1,14,NA,0
"1421",1,1,36,NA,7
"1422",2,1,14,NA,NA
"1423",3,2,11,NA,NA
"1424",4,2,6,NA,NA
"1425",5,1,4,NA,NA
"1426",6,2,23,NA,6
"1427",7,2,2,NA,NA
"1428",1,1,36,NA,7
"1429",2,2,30,NA,3
"1430",3,1,12,NA,NA
"1431",4,2,9,NA,NA
"1432",5,2,5,NA,NA
"1433",6,2,4,NA,NA
"1434",1,1,55,NA,7
"1435",2,2,43,NA,10
"1436",3,2,16,NA,11
"1437",4,2,12,NA,NA
"1438",5,1,10,NA,NA
"1439",1,2,44,45000,0
"1440",2,2,8,NA,NA
"1441",3,NA,NA,NA,NA
"1442",1,1,43,NA,4
"1443",2,2,46,NA,3
"1444",3,1,18,NA,NA
"1445",4,1,11,NA,NA
"1446",5,2,14,NA,NA
"1447",6,1,4,NA,NA
"1448",7,2,20,NA,NA
"1449",8,2,15,NA,NA
"1450",1,1,28,NA,5
"1451",2,2,26,NA,3
"1452",3,2,6,NA,0
"1453",4,1,25,70000,3
"1454",5,1,4,NA,0
"1455",6,2,2,NA,NA
"1456",1,1,68,NA,6
"1457",2,NA,NA,NA,NA
"1458",3,2,24,NA,NA
"1459",4,2,22,NA,NA
"1460",5,2,14,NA,NA
"1461",6,2,30,NA,7
"1462",1,1,19,10500,NA
"1463",2,NA,NA,NA,NA
"1464",3,1,21,NA,11
"1465",4,2,13,NA,NA
"1466",5,NA,NA,NA,NA
"1467",6,NA,NA,NA,NA
"1468",7,2,44,31500,0
"1469",1,2,35,2080000,15
"1470",2,NA,NA,NA,NA
"1471",3,NA,NA,NA,NA
"1472",4,1,13,NA,NA
"1473",1,2,26,NA,0
"1474",2,1,31,NA,0
"1475",3,2,4,NA,0
"1476",4,2,2,NA,NA
"1477",5,2,0,NA,NA
"1478",1,1,65,NA,11
"1479",2,2,46,NA,4
"1480",3,1,21,NA,10
"1481",4,1,18,NA,NA
"1482",5,2,17,NA,NA
"1483",6,1,13,NA,NA
"1484",7,1,11,NA,NA
"1485",8,1,7,NA,NA
"1486",1,1,18,NA,0
"1487",2,2,20,NA,1
"1488",3,1,0,NA,NA
"1489",1,2,61,NA,3
"1490",2,1,32,3e+05,6
"1491",3,1,11,NA,NA
"1492",4,1,10,NA,NA
"1493",5,1,9,NA,NA
"1494",6,NA,NA,NA,NA
"1495",7,NA,NA,NA,NA
"1496",1,1,51,NA,5
"1497",2,2,35,NA,8
"1498",3,NA,NA,NA,NA
"1499",4,2,19,NA,NA
"1500",5,1,14,NA,NA
"1501",6,1,12,NA,NA
"1502",7,2,11,NA,NA
"1503",8,1,7,NA,NA
"1504",1,1,41,NA,5
"1505",2,2,38,NA,0
"1506",3,2,17,NA,NA
"1507",4,1,14,NA,NA
"1508",5,2,12,NA,NA
"1509",6,2,10,NA,NA
"1510",7,2,8,NA,NA
"1511",8,1,6,NA,NA
"1512",9,1,4,NA,NA
"1513",1,1,54,220000,7
"1514",1,2,20,NA,6
"1515",2,1,32,NA,4
"1516",3,2,11,NA,NA
"1517",4,2,7,NA,NA
"1518",5,1,5,NA,0
"1519",6,2,2,NA,NA
"1520",7,1,5,NA,0
"1521",1,1,81,NA,10
"1522",2,2,71,NA,3
"1523",0,NA,NA,NA,NA
"1524",1,1,NA,NA,NA
"1525",2,2,23,120000,10
"1526",3,2,20,NA,NA
"1527",4,2,58,NA,12
"1528",5,1,5,NA,NA
"1529",6,1,2,NA,NA
"1530",1,1,62,NA,12
"1531",2,2,45,NA,6
"1532",3,1,22,NA,12
"1533",4,2,14,NA,NA
"1534",5,1,12,NA,NA
"1535",1,1,57,NA,3
"1536",2,2,47,NA,0
"1537",3,1,27,NA,5
"1538",4,1,21,NA,NA
"1539",5,1,20,NA,4
"1540",6,NA,NA,NA,NA
"1541",7,2,14,NA,NA
"1542",8,2,12,NA,NA
"1543",9,2,8,NA,NA
"1544",10,NA,NA,NA,NA
"1545",11,1,11,NA,NA
"1546",12,2,19,NA,4
"1547",13,2,0,NA,NA
"1548",1,1,60,NA,12
"1549",2,2,55,790000,15
"1550",3,2,28,1500000,15
"1551",4,2,26,1300000,15
"1552",5,2,20,NA,NA
"1553",6,2,18,NA,NA
"1554",7,2,15,NA,NA
"1555",8,1,10,NA,NA
"1556",9,2,NA,NA,NA
"1557",1,2,39,NA,4
"1558",2,NA,NA,NA,NA
"1559",3,1,21,NA,7
"1560",4,1,19,NA,3
"1561",5,2,17,NA,3
"1562",6,1,15,NA,NA
"1563",7,1,11,NA,NA
"1564",8,1,7,NA,0
"1565",1,1,65,NA,0
"1566",2,2,48,NA,2
"1567",3,NA,NA,NA,NA
"1568",4,NA,NA,NA,NA
"1569",5,NA,NA,NA,NA
"1570",6,NA,NA,NA,NA
"1571",7,1,13,NA,5
"1572",8,NA,NA,NA,NA
"1573",9,2,6,NA,NA
"1574",10,1,NA,NA,NA
"1575",1,1,24,NA,0
"1576",2,2,46,NA,2
"1577",3,2,22,NA,4
"1578",4,2,16,NA,0
"1579",5,1,14,NA,NA
"1580",6,NA,NA,NA,NA
"1581",1,1,26,NA,11
"1582",2,2,23,NA,10
"1583",3,2,6,NA,NA
"1584",4,1,2,NA,NA
"1585",1,2,73,NA,1
"1586",2,2,NA,NA,NA
"1587",3,NA,NA,NA,NA
"1588",4,1,19,NA,7
"1589",1,2,24,860000,15
"1590",2,1,29,3250000,15
"1591",3,2,1,NA,NA
"1592",1,1,24,720000,11
"1593",2,2,22,NA,9
"1594",3,2,1,NA,NA
"1595",1,1,41,NA,2
"1596",2,2,44,NA,3
"1597",3,1,18,NA,NA
"1598",4,1,18,NA,NA
"1599",5,1,14,NA,NA
"1600",6,2,9,NA,NA
"1601",7,1,12,NA,NA
"1602",8,1,NA,NA,NA
"1603",1,1,21,NA,4
"1604",2,2,19,NA,5
"1605",1,1,60,NA,11
"1606",2,2,46,NA,6
"1607",3,1,9,NA,NA
"1608",4,2,19,NA,6
"1609",5,2,13,NA,NA
"1610",6,2,1,NA,NA
"1611",1,1,28,NA,9
"1612",2,2,26,NA,6
"1613",3,1,3,NA,0
"1614",4,2,1,NA,NA
"1615",1,1,25,NA,4
"1616",2,NA,NA,NA,NA
"1617",3,NA,NA,NA,NA
"1618",4,NA,NA,NA,NA
"1619",5,2,21,NA,7
"1620",6,2,1,NA,NA
"1621",1,2,66,NA,0
"1622",2,1,31,NA,7
"1623",3,2,30,NA,8
"1624",4,1,23,NA,4
"1625",5,NA,NA,NA,NA
"1626",6,2,9,NA,NA
"1627",7,2,6,NA,NA
"1628",8,1,2,NA,NA
"1629",1,2,79,NA,0
"1630",2,1,44,NA,4
"1631",3,2,26,NA,6
"1632",4,2,16,NA,NA
"1633",5,2,14,NA,NA
"1634",6,2,7,NA,NA
"1635",7,1,6,NA,NA
"1636",8,1,NA,NA,NA
"1637",9,2,3,NA,0
"1638",10,2,1,NA,NA
"1639",1,1,42,350000,12
"1640",2,2,41,NA,9
"1641",3,1,18,NA,NA
"1642",4,2,12,NA,NA
"1643",5,2,9,NA,NA
"1644",6,2,7,NA,NA
"1645",7,2,4,NA,0
"1646",8,1,2,NA,NA
"1647",1,1,91,NA,10
"1648",2,2,78,NA,0
"1649",3,1,27,NA,11
"1650",4,1,33,NA,12
"1651",1,2,66,NA,6
"1652",2,1,NA,NA,NA
"1653",3,2,NA,NA,NA
"1654",4,2,NA,NA,NA
"1655",5,1,NA,NA,NA
"1656",6,2,12,NA,NA
"1657",1,1,30,6e+05,13
"1658",2,2,19,NA,6
"1659",3,1,2,NA,NA
"1660",1,1,80,NA,4
"1661",2,2,69,NA,0
"1662",3,NA,NA,NA,NA
"1663",4,1,32,1e+05,3
"1664",5,2,19,NA,NA
"1665",6,2,17,NA,NA
"1666",7,2,10,NA,NA
"1667",8,2,14,NA,NA
"1668",9,2,10,NA,NA
"1669",10,1,6,NA,NA
"1670",1,2,32,NA,6
"1671",2,1,11,NA,NA
"1672",3,2,7,NA,NA
"1673",4,1,0,NA,NA
"1674",1,NA,NA,NA,NA
"1675",2,NA,NA,NA,NA
"1676",3,NA,NA,NA,NA
"1677",4,1,61,NA,3
"1678",5,2,53,NA,0
"1679",6,NA,NA,NA,NA
"1680",7,1,NA,NA,NA
"1681",8,2,18,NA,6
"1682",9,1,NA,NA,NA
"1683",10,2,14,NA,0
"1684",11,1,9,NA,NA
"1685",12,NA,NA,NA,NA
"1686",1,2,77,NA,0
"1687",2,2,32,NA,3
"1688",3,NA,NA,NA,NA
"1689",4,1,15,NA,NA
"1690",5,2,13,NA,NA
"1691",6,2,51,NA,2
"1692",7,2,8,NA,NA
"1693",8,NA,NA,NA,NA
"1694",9,NA,NA,NA,NA
"1695",10,1,4,NA,0
"1696",11,2,16,NA,NA
"1697",12,2,1,NA,NA
"1698",1,1,77,NA,3
"1699",2,2,60,NA,0
"1700",3,NA,NA,NA,NA
"1701",4,1,9,NA,NA
"1702",1,1,35,NA,12
"1703",2,2,33,260000,12
"1704",3,1,9,NA,0
"1705",4,2,8,NA,NA
"1706",5,2,5,NA,NA
"1707",6,NA,NA,NA,NA
"1708",7,1,2,NA,NA
"1709",8,2,8,NA,0
"1710",1,1,47,NA,7
"1711",2,2,26,NA,5
"1712",3,2,9,NA,NA
"1713",4,2,7,NA,NA
"1714",5,2,5,NA,0
"1715",6,2,1,NA,NA
"1716",7,1,13,NA,NA
"1717",8,1,16,NA,NA
"1718",1,NA,NA,NA,NA
"1719",2,NA,NA,NA,NA
"1720",3,2,69,NA,7
"1721",4,1,10,NA,NA
"1722",5,NA,NA,NA,NA
"1723",6,2,6,NA,NA
"1724",1,2,69,NA,7
"1725",2,NA,NA,NA,NA
"1726",3,NA,NA,NA,NA
"1727",1,1,34,6e+05,7
"1728",2,2,31,NA,6
"1729",3,NA,NA,NA,NA
"1730",4,NA,NA,NA,NA
"1731",5,2,6,NA,NA
"1732",6,2,3,NA,NA
"1733",1,1,56,NA,4
"1734",2,2,43,NA,0
"1735",3,1,28,NA,4
"1736",4,1,26,NA,4
"1737",5,1,23,NA,NA
"1738",6,2,21,NA,NA
"1739",7,1,20,NA,NA
"1740",8,1,15,NA,NA
"1741",1,1,32,NA,9
"1742",2,2,26,NA,7
"1743",3,2,10,NA,NA
"1744",4,2,9,NA,NA
"1745",5,NA,NA,NA,NA
"1746",6,1,6,NA,NA
"1747",7,2,25,NA,NA
"1748",8,NA,NA,NA,NA
"1749",9,2,4,NA,NA
"1750",10,NA,NA,NA,NA
"1751",11,1,2,NA,NA
"1752",12,1,NA,NA,NA
"1753",13,2,4,NA,NA
"1754",1,2,83,NA,0
"1755",2,1,67,NA,0
"1756",3,2,63,NA,0
"1757",4,1,26,NA,11
"1758",5,NA,NA,NA,NA
"1759",6,1,33,NA,13
"1760",7,NA,NA,NA,NA
"1761",8,2,14,NA,NA
"1762",9,NA,NA,NA,NA
"1763",10,2,10,NA,NA
"1764",11,2,22,NA,9
"1765",12,1,1,NA,NA
"1766",14,1,42,NA,0
"1767",15,1,18,NA,11
"1768",1,2,19,NA,3
"1769",2,2,2,NA,NA
"1770",3,2,1,NA,NA
"1771",4,1,28,NA,4
"1772",1,1,57,NA,11
"1773",2,2,31,NA,10
"1774",3,NA,NA,NA,NA
"1775",4,2,10,NA,NA
"1776",5,2,6,NA,NA
"1777",6,1,5,NA,NA
"1778",7,2,5,NA,NA
"1779",1,1,44,NA,6
"1780",2,2,42,NA,6
"1781",3,1,21,NA,11
"1782",4,1,18,NA,NA
"1783",5,2,16,NA,11
"1784",6,2,10,NA,NA
"1785",7,1,6,NA,NA
"1786",8,1,NA,NA,NA
"1787",9,1,16,NA,NA
"1788",1,1,46,NA,9
"1789",2,2,38,NA,5
"1790",3,1,20,NA,NA
"1791",4,1,16,NA,4
"1792",5,2,13,NA,NA
"1793",6,2,10,NA,NA
"1794",7,2,6,NA,0
"1795",8,1,4,NA,0
"1796",9,1,1,NA,NA
"1797",1,NA,NA,NA,NA
"1798",2,2,55,87300,0
"1799",3,NA,NA,NA,NA
"1800",4,2,23,120000,NA
"1801",5,NA,NA,NA,NA
"1802",6,1,16,32000,NA
"1803",1,2,50,NA,2
"1804",2,NA,NA,NA,NA
"1805",3,2,14,NA,NA
"1806",4,1,17,NA,NA
"1807",1,1,27,NA,12
"1808",2,2,22,NA,7
"1809",3,2,2,NA,NA
"1810",1,2,21,NA,7
"1811",2,1,30,NA,7
